iter	Passed	Remaining
329	9376	19037
330	9412	19023
331	9451	19016
332	9486	19000
333	9524	18991
334	9561	18980
335	9599	18970
336	9635	18956
337	9670	18941
338	9705	18923
339	9742	18912
340	9773	18887
341	9810	18875
342	9848	18863
343	9886	18852
344	9922	18838
345	9960	18827
346	9999	18816
347	10039	18809
348	10077	18798
349	10115	18786
350	10157	18780
351	10192	18763
352	10229	18750
353	10267	18736
354	10306	18726
355	10338	18701
356	10378	18692
357	10417	18682
358	10454	18667
359	10492	18652
360	10531	18641
361	10572	18632
362	10613	18625
363	10650	18609
364	10688	18595
365	10726	18580
366	10764	18565
367	10802	18552
368	10838	18534
369	10876	18519
370	10916	18507
371	10955	18494
372	10993	18479
373	11024	18452
374	11063	18439
375	11100	18422
376	11137	18405
377	11169	18379
378	11206	18362
379	11242	18342
380	11279	18326
381	11318	18310
382	11356	18295
383	11392	18275
384	11430	18259
385	11473	18250
386	11515	18240
387	11557	18229
388	11599	18219
389	11644	18213
390	11679	18191
391	11721	18180
392	11762	18168
393	11805	18157
394	11845	18143
395	11888	18132
396	11929	18118
397	11971	18107
398	12013	18095
399	12055	18083
400	12096	18069
401	12144	18065
402	12189	18058
403	12235	18050
404	12277	18036
405	12320	18025
406	12361	18011
407	12404	17998
408	12446	17985
409	12480	17960
410	12521	17943
411	12564	17931
412	12610	17922
413	12659	17919
414	12704	17909
415	12749	17898
416	12798	17892
417	12844	17884
418	12889	17872
419	12933	17860
420	12979	17850
421	13023	17838
422	13069	17827
423	13112	17813
424	13160	17805
425	13206	17794
426	13252	17783
427	13298	17772
428	13342	17759
429	13390	17750
430	13436	17738
431	13477	17720
432	13520	17704
433	13560	17684
434	13602	17668
435	13645	17651
436	13686	17632
437	13726	17612
438	13767	17593
439	13812	17580
440	13854	17561
441	13896	17543
442	13938	17524
443	13979	17506
444	14021	17487
445	14064	17470
446	14105	17450
447	14148	17432
448	14190	17414
449	14233	17395
450	14275	17377
451	14316	17356
452	14356	17335
453	14399	17317
454	14442	17299
455	14483	17278
456	14524	17258
457	14566	17237
458	14608	17218
459	14649	17197
460	14692	17178
461	14734	17158
462	14776	17138
463	14816	17115
464	14859	17096
465	14899	17073
466	14940	17052
467	14981	17030
468	15022	17008
469	15063	16986
470	15104	16964
471	15145	16942
472	15188	16922
473	15229	16900
474	15271	16879
475	15313	16857
476	15348	16828
477	15389	16806
478	15431	16784
479	15473	16763
480	15508	16733
481	15547	16708
482	15588	16686
483	15629	16663
484	15672	16641
485	15707	16612
486	15748	16588
487	15790	16567
488	15831	16543
489	15867	16514
490	15908	16491
491	15951	16470
492	15992	16446
493	16034	16424
494	16076	16401
495	16138	16398
496	16180	16375
497	16222	16352
498	16263	16328
499	16304	16304
500	16345	16280
501	16394	16264
502	16438	16242
503	16483	16222
504	16526	16199
505	16569	16176
506	16610	16151
507	16650	16126
508	16691	16100
509	16732	16076
510	16776	16054
511	16817	16029
512	16859	16004
513	16910	15988
514	16958	15971
515	17003	15949
516	17047	15925
517	17091	15903
518	17136	15882
519	17184	15862
520	17228	15839
521	17274	15818
522	17317	15794
523	17363	15772
524	17407	15749
525	17453	15728
526	17498	15705
527	17541	15681
528	17586	15658
529	17632	15636
530	17678	15614
531	17723	15591
532	17765	15565
533	17811	15543
534	17852	15516
535	17895	15491
536	17936	15464
537	17977	15437
538	18016	15409
539	18058	15383
540	18099	15355
541	18139	15328
542	18186	15305
543	18226	15278
544	18267	15250
545	18308	15223
546	18351	15197
547	18391	15169
548	18434	15143
549	18475	15116
550	18516	15088
551	18559	15062
552	18601	15035
553	18642	15008
554	18684	14981
555	18726	14954
556	18772	14930
557	18813	14902
558	18855	14875
559	18896	14847
560	18937	14819
561	18987	14797
562	19029	14770
563	19070	14742
564	19110	14713
565	19151	14684
566	19191	14656
567	19233	14628
568	19275	14600
569	19316	14572
570	19357	14543
571	19399	14516
572	19442	14488
573	19484	14460
574	19526	14432
575	19566	14403
576	19606	14373
577	19647	14345
578	19689	14316
579	19730	14287
580	19770	14258
581	19812	14229
582	19851	14199
583	19918	14188
584	19960	14160
585	20003	14131
586	20042	14101
587	20083	14072
588	20124	14042
589	20165	14013
590	20207	13984
591	20247	13954
592	20287	13924
593	20330	13895
594	20371	13866
595	20413	13837
596	20456	13808
597	20498	13779
598	20540	13750
599	20580	13720
600	20623	13692
601	20674	13668
602	20720	13641
603	20763	13613
604	20805	13583
605	20849	13555
606	20890	13525
607	20931	13495
608	20972	13465
609	21014	13435
610	21055	13405
611	21097	13375
612	21138	13345
613	21182	13316
614	21227	13288
615	21272	13260
616	21318	13233
617	21363	13205
618	21409	13177
619	21454	13149
620	21499	13121
621	21544	13092
622	21590	13064
623	21637	13037
624	21684	13010
625	21729	12982
626	21773	12952
627	21817	12923
628	21855	12891
629	21897	12860
630	21937	12828
631	21983	12800
632	22019	12766
633	22053	12731
634	22090	12697
635	22127	12664
636	22161	12628
637	22198	12595
638	22235	12561
639	22273	12528
640	22309	12494
641	22346	12460
642	22382	12426
643	22420	12394
644	22459	12361
645	22494	12326
646	22532	12293
647	22569	12259
648	22608	12227
649	22646	12194
650	22689	12163
651	22731	12132
652	22772	12100
653	22813	12069
654	22859	12040
655	22901	12009
656	22943	11977
657	22984	11946
658	23026	11914
659	23067	11883
660	23109	11851
661	23149	11819
662	23191	11788
663	23231	11755
664	23274	11724
665	23316	11693
666	23356	11660
667	23400	11630
668	23442	11598
669	23485	11567
670	23525	11535
671	23568	11503
672	23609	11471
673	23651	11439
674	23692	11407
675	23733	11375
676	23775	11343
677	23816	11310
678	23856	11278
679	23897	11245
680	23939	11213
681	23979	11180
682	24020	11148
683	24061	11116
684	24103	11084
685	24145	11052
686	24186	11019
687	24227	10986
688	24268	10954
689	24313	10923
690	24354	10890
691	24403	10861
692	24445	10829
693	24487	10796
694	24527	10764
695	24571	10732
696	24612	10699
697	24654	10667
698	24695	10634
699	24735	10601
700	24776	10567
701	24826	10539
702	24872	10507
703	24917	10476
704	24960	10444
705	25000	10411
706	25041	10377
707	25081	10344
708	25122	10311
709	25164	10278
710	25207	10246
711	25247	10212
712	25289	10179
713	25337	10149
714	25384	10118
715	25426	10085
716	25468	10052
717	25506	10017
718	25547	9984
719	25588	9951
720	25630	9918
721	25673	9885
722	25713	9851
723	25754	9817
724	25795	9784
725	25840	9752
726	25880	9718
727	25921	9685
728	25963	9651
729	26010	9620
730	26051	9586
731	26091	9552
732	26132	9518
733	26170	9484
734	26215	9451
735	26252	9416
736	26293	9382
737	26334	9349
738	26375	9315
739	26416	9281
740	26457	9247
741	26498	9213
742	26538	9179
743	26578	9145
744	26620	9111
745	26661	9077
746	26702	9043
747	26744	9010
748	26784	8975
749	26827	8942
750	26867	8908
751	26909	8874
752	26950	8840
753	26991	8806
754	27032	8772
755	27071	8737
756	27111	8703
757	27154	8669
758	27195	8635
759	27238	8601
760	27279	8567
761	27320	8533
762	27362	8499
763	27405	8465
764	27446	8431
765	27486	8396
766	27527	8362
767	27569	8328
768	27616	8295
769	27657	8261
770	27698	8226
771	27739	8192
772	27781	8158
773	27824	8124
774	27865	8090
775	27908	8056
776	27948	8021
777	27990	7987
778	28032	7952
779	28075	7918
780	28116	7884
781	28157	7849
782	28199	7815
783	28245	7781
784	28285	7746
785	28330	7713
786	28371	7678
787	28411	7643
788	28451	7608
789	28494	7574
790	28535	7539
791	28575	7504
792	28626	7472
793	28669	7438
794	28709	7403
795	28749	7367
796	28792	7333
797	28833	7298
798	28875	7264
799	28914	7228
800	28954	7193
801	29000	7159
802	29044	7125
803	29089	7091
804	29131	7056
805	29171	7021
806	29217	6987
807	29261	6953
808	29301	6917
809	29350	6884
810	29390	6849
811	29432	6814
812	29472	6779
813	29519	6745
814	29562	6710
815	29605	6675
816	29649	6641
817	29693	6606
818	29736	6571
819	29784	6537
820	29829	6503
821	29872	6468
822	29917	6434
823	29961	6399
824	30004	6364
825	30048	6329
826	30092	6295
827	30135	6260
828	30180	6225
829	30224	6190
830	30267	6155
831	30313	6120
832	30360	6086
833	30404	6051
834	30454	6017
835	30504	5984
836	30548	5949
837	30590	5913
838	30629	5877
839	30671	5842
840	30711	5806
841	30752	5770
842	30793	5734
843	30834	5699
844	30876	5663
845	30916	5627
846	30958	5592
847	31000	5556
848	31041	5520
849	31081	5485
850	31122	5449
851	31162	5413
852	31203	5377
853	31244	5341
854	31286	5305
855	31328	5270
856	31365	5233
857	31403	5197
858	31441	5160
859	31477	5124
860	31515	5087
861	31551	5051
862	31588	5014
863	31626	4978
864	31664	4941
865	31703	4905
866	31740	4869
867	31777	4832
868	31814	4795
869	31853	4759
870	31889	4723
871	31926	4686
872	31963	4649
873	31999	4613
874	32035	4576
875	32073	4540
876	32108	4503
877	32141	4466
878	32181	4430
879	32222	4393
880	32263	4357
881	32303	4321
882	32344	4285
883	32384	4249
884	32425	4213
885	32465	4177
886	32506	4141
887	32546	4104
888	32588	4068
889	32629	4032
890	32670	3996
891	32711	3960
892	32752	3924
893	32793	3888
894	32834	3852
895	32874	3815
896	32925	3780
897	32964	3744
898	33009	3708
899	33049	3672
900	33090	3635
901	33139	3600
902	33184	3564
903	33225	3528
904	33267	3492
905	33310	3456
906	33351	3419
907	33393	3383
908	33432	3346
909	33473	3310
910	33514	3274
911	33554	3237
912	33595	3201
913	33641	3165
914	33684	3129
915	33728	3093
916	33773	3056
917	33817	3020
918	33861	2984
919	33904	2948
920	33949	2912
921	33995	2875
922	34040	2839
923	34084	2803
924	34129	2767
925	34175	2731
926	34221	2694
927	34263	2658
928	34308	2622
929	34351	2585
930	34399	2549
931	34442	2512
932	34481	2476
933	34522	2439
934	34563	2402
935	34604	2366
936	34645	2329
937	34686	2292
938	34728	2256
939	34774	2219
940	34819	2183
941	34864	2146
942	34908	2110
943	34949	2073
944	34990	2036
945	35035	1999
946	35075	1963
947	35116	1926
948	35155	1889
949	35195	1852
950	35236	1815
951	35276	1778
952	35316	1741
953	35358	1704
954	35398	1667
955	35438	1631
956	35478	1594
957	35521	1557
958	35561	1520
959	35600	1483
960	35639	1446
961	35680	1409
962	35722	1372
963	35764	1335
964	35804	1298
965	35841	1261
966	35884	1224
967	35920	1187
968	35956	1150
969	35994	1113
970	36031	1076
971	36068	1039
972	36104	1001
973	36141	964
974	36175	927
975	36209	890
976	36246	853
977	36284	816
978	36321	779
979	36357	741
980	36393	704
981	36428	667
982	36462	630
983	36500	593
984	36554	556
985	36589	519
986	36632	482
987	36670	445
988	36711	408
989	36752	371
990	36792	334
991	36832	297
992	36874	259
993	36913	222
994	36956	185
995	36996	148
996	37036	111
997	37078	74
998	37118	37
999	37157	0
