iter	RMSE
189	0.1254866827
190	0.1250831307
191	0.1230198742
192	0.1217883182
193	0.1213738406
194	0.1197458843
195	0.1180327787
196	0.1168683332
197	0.1159260389
198	0.1144120922
199	0.1140107612
200	0.1129261659
201	0.1124426585
202	0.1110295853
203	0.1097017087
204	0.107971021
205	0.1075940945
206	0.1060249429
207	0.1051079948
208	0.1039838314
209	0.1036301511
210	0.1031732118
211	0.1028399874
212	0.1019830773
213	0.1012575256
214	0.09994347466
215	0.09911933696
216	0.09834174826
217	0.09802589817
218	0.09728947361
219	0.09691968607
220	0.09568745113
221	0.09481829234
222	0.09342073348
223	0.09285393529
224	0.09220786297
225	0.09096433317
226	0.09065985904
227	0.09032483737
228	0.08918800624
229	0.08803870566
230	0.08699722919
231	0.08591693927
232	0.08496106343
233	0.08394539939
234	0.0830665859
235	0.0821114917
236	0.08122193898
237	0.08032777265
238	0.07951763643
239	0.07873034926
240	0.07791212778
241	0.07716411134
242	0.07643308157
243	0.07568498691
244	0.07501508193
245	0.07467054394
246	0.07401128421
247	0.07368039715
248	0.07318082786
249	0.07288319243
250	0.07197114548
251	0.07124666011
252	0.0709585009
253	0.07027546248
254	0.06966672384
255	0.06880927995
256	0.06838816735
257	0.06811241871
258	0.06752247899
259	0.06725770134
260	0.06654604543
261	0.0662909827
262	0.06592549838
263	0.06568212734
264	0.06522091929
265	0.06498751682
266	0.06455741255
267	0.06433436409
268	0.06369311652
269	0.06304387379
270	0.06282612205
271	0.06243877444
272	0.06183203434
273	0.06158115648
274	0.06134353956
275	0.06080467592
276	0.0603872247
277	0.06016753272
278	0.05982010128
279	0.05951067445
280	0.0591365381
281	0.05881270316
282	0.05862369045
283	0.05824178525
284	0.05806333499
285	0.05789388259
286	0.05720588803
287	0.05692963959
288	0.05638742083
289	0.05622261422
290	0.05606633932
291	0.05574703815
292	0.05525144784
293	0.05510188587
294	0.0549595904
295	0.0542851506
296	0.05400807711
297	0.05360432781
298	0.05324492471
299	0.05259329456
300	0.05222326742
301	0.05188711244
302	0.05176167205
303	0.05127118055
304	0.05115163016
305	0.05072187707
306	0.05060929524
307	0.05011038125
308	0.05000093295
309	0.04989728152
310	0.04970021437
311	0.04909532506
312	0.04885462317
313	0.04865646662
314	0.04847093095
315	0.0482057321
316	0.04801872092
317	0.04763046248
318	0.0474863889
319	0.04735026905
320	0.0471842158
321	0.04697485954
322	0.0467672408
323	0.04659589632
324	0.0465350131
325	0.04638023875
326	0.04618890208
327	0.04596157881
328	0.04579325464
329	0.0456198315
330	0.04490739548
331	0.04480324005
332	0.04464982806
333	0.04455979404
334	0.04440101385
335	0.04371791413
336	0.04329167912
337	0.04319284144
338	0.0431090688
339	0.04288179528
340	0.04283200567
341	0.04272480892
342	0.0426507713
343	0.04242389984
344	0.04220922891
345	0.04200926795
346	0.0413551804
347	0.04116691621
348	0.04103069587
349	0.04090246903
350	0.04027804902
351	0.04021523916
352	0.03988950105
353	0.03959452666
354	0.03942929205
355	0.0393899513
356	0.03911479545
357	0.03895835726
358	0.03879470102
359	0.03815394211
360	0.0379956975
361	0.03783458944
362	0.03765734414
363	0.03711691836
364	0.03696126115
365	0.03679303725
366	0.03623945548
367	0.03612891282
368	0.03559770108
369	0.03544473608
370	0.03493548683
371	0.03471564885
372	0.03423133275
373	0.03419979042
374	0.03373709186
375	0.03362674558
376	0.03318268613
377	0.03302501067
378	0.03282779193
379	0.03240333295
380	0.03214844825
381	0.03201148766
382	0.03177572709
383	0.03136326031
384	0.03123635714
385	0.03101538612
386	0.03061855422
387	0.03024099399
388	0.03002669583
389	0.02966496161
390	0.02957586233
391	0.02923053005
392	0.02902462923
393	0.02869261794
394	0.02849567702
395	0.02838951018
396	0.02807041223
397	0.02788589786
398	0.02758038879
399	0.027403891
400	0.02730780683
401	0.02701419185
402	0.02684871232
403	0.02656781737
404	0.02640954776
405	0.02632244446
406	0.02617548747
407	0.02590355722
408	0.02576299876
409	0.0256948248
410	0.02546598577
411	0.02525143121
412	0.02517525587
413	0.02504237589
414	0.0248388662
415	0.02476828683
416	0.02464316699
417	0.0244500434
418	0.02438462889
419	0.02426675259
420	0.02408340609
421	0.02404395231
422	0.02400749245
423	0.02397376071
424	0.0239354445
425	0.02369599962
426	0.02365372057
427	0.02344495659
428	0.02317004914
429	0.02312992231
430	0.02287013967
431	0.02261760243
432	0.0223786898
433	0.02214735032
434	0.02210789063
435	0.02186063348
436	0.02164812889
437	0.02152712463
438	0.02132397337
439	0.02127211701
440	0.02115850188
441	0.02096391031
442	0.02085542011
443	0.0207774241
444	0.02074232799
445	0.02054879789
446	0.02034058423
447	0.02014359935
448	0.01997584035
449	0.01972109402
450	0.01951899146
451	0.01940974858
452	0.01934234777
453	0.01910907101
454	0.01892326558
455	0.01871925512
456	0.01849951921
457	0.01839009708
458	0.01834182593
459	0.0181338316
460	0.01785480647
461	0.01759113812
462	0.01734197327
463	0.01710650855
464	0.01688398692
465	0.01667369452
466	0.01647495777
467	0.01628714079
468	0.01610964303
469	0.01594189707
470	0.01578336668
471	0.01563354497
472	0.01552710963
473	0.01546080149
474	0.01540933445
475	0.01527119559
476	0.01523210097
477	0.01510144998
478	0.01497804316
479	0.01486147402
480	0.01482395321
481	0.01471366251
482	0.01466237961
483	0.01455783125
484	0.01445905135
485	0.01442290076
486	0.01433590271
487	0.01430195455
488	0.01424046119
489	0.01420720526
490	0.01411647782
491	0.01403663677
492	0.01400546343
493	0.01394682129
494	0.01383121183
495	0.01377756134
496	0.01367694702
497	0.01364325757
498	0.01355864997
499	0.01348412251
500	0.01345195261
501	0.01338104352
502	0.01335046126
503	0.01332157642
504	0.01324695163
505	0.0131819085
506	0.01315315943
507	0.01312583851
508	0.01302610886
509	0.0129226055
510	0.01283167794
511	0.01276463589
512	0.01273845802
513	0.01267475737
514	0.01264985031
515	0.01258198025
516	0.01255836101
517	0.01249992913
518	0.01247594257
519	0.01238218508
520	0.01232632388
521	0.01230335444
522	0.01228151123
523	0.01221876113
524	0.01215884451
525	0.01213802444
526	0.01205315805
527	0.01199907573
528	0.01194664193
529	0.01192731936
530	0.01187556163
531	0.01182744964
532	0.01164942015
533	0.01160442015
534	0.01156288172
535	0.01144400566
536	0.01142688185
537	0.01131379518
538	0.0112973673
539	0.01128173578
540	0.01117398665
541	0.01103765955
542	0.01090895971
543	0.010868694
544	0.01076480047
545	0.01064232788
546	0.01060313197
547	0.01050337944
548	0.01038677865
549	0.01034864176
550	0.01027659012
551	0.01018074587
552	0.01006886465
553	0.01003307165
554	0.009966219149
555	0.009875579943
556	0.009760458554
557	0.009726871754
558	0.009640523209
559	0.009596241001
560	0.009490775187
561	0.009429005203
562	0.009397288966
563	0.009339342056
564	0.009260835585
565	0.009217298163
566	0.009203632336
567	0.009128741063
568	0.009030929084
569	0.009017693796
570	0.008916604537
571	0.008886501496
572	0.008839913908
573	0.008828303664
574	0.008799713381
575	0.008709011467
576	0.008656587872
577	0.00862996435
578	0.008587123916
579	0.00857042206
580	0.008529318977
581	0.008489204888
582	0.008402446853
583	0.008366393397
584	0.008283250557
585	0.008245697732
586	0.008166935996
587	0.008141500889
588	0.00812657706
589	0.008092747079
590	0.008017046481
591	0.008002847121
592	0.007970714035
593	0.007882895326
594	0.007811533827
595	0.007797791321
596	0.007762827493
597	0.007679814442
598	0.007612850207
599	0.007589540859
600	0.007556316742
601	0.007525616595
602	0.00742165452
603	0.007389894486
604	0.007290884976
605	0.007272350214
606	0.007192628771
607	0.007163027971
608	0.007086800187
609	0.007055830396
610	0.007034275716
611	0.006961199862
612	0.006940515914
613	0.006920851239
614	0.006875534366
615	0.00686385774
616	0.006852811255
617	0.006809643995
618	0.006723153305
619	0.006712539165
620	0.006672258105
621	0.006632164541
622	0.006602823669
623	0.006573828897
624	0.0065593096
625	0.006501230038
626	0.006473595874
627	0.006439183338
628	0.006381447787
629	0.006299914852
630	0.00627326143
631	0.006195621055
632	0.006121993444
633	0.006107694679
634	0.006048283709
635	0.006022411551
636	0.005965607589
637	0.00592731778
638	0.005913727022
639	0.005856231672
640	0.005801720591
641	0.005764945756
642	0.005751852241
643	0.005702061084
644	0.005675630976
645	0.005663053456
646	0.005612920727
647	0.005587517761
648	0.005565238339
649	0.005519441489
650	0.005476357838
651	0.005455149656
652	0.005408879865
653	0.005363647471
654	0.005349104141
655	0.005317674849
656	0.005306654034
657	0.005296188583
658	0.005244213531
659	0.005200571214
660	0.005161766737
661	0.005137479734
662	0.005118432526
663	0.005089584632
664	0.005052137357
665	0.00503456511
666	0.004990058686
667	0.004949994466
668	0.00492224246
669	0.00491302486
670	0.004878152988
671	0.004861802937
672	0.004834431156
673	0.004790962382
674	0.004782617479
675	0.00474459852
676	0.004718352009
677	0.004710509518
678	0.004668586135
679	0.00463563365
680	0.004599987811
681	0.004584997894
682	0.004559883933
683	0.004513271485
684	0.004478883237
685	0.004446134725
686	0.004422615678
687	0.004415497653
688	0.004373459434
689	0.00434102357
690	0.004327166784
691	0.004308445412
692	0.004269725037
693	0.004262868118
694	0.004224020233
695	0.004176852401
696	0.004158559332
697	0.004122975582
698	0.004103361939
699	0.004081792128
700	0.004054872508
701	0.004036940761
702	0.00401145283
703	0.003986235843
704	0.003962701734
705	0.003954511985
706	0.003931962392
707	0.003908237484
708	0.003886284781
709	0.00386554003
710	0.003843723672
711	0.003821866665
712	0.003814029044
713	0.003794643714
714	0.003774168499
715	0.003753364326
716	0.003735284563
717	0.003716933314
718	0.003709586863
719	0.003665812482
720	0.003645689684
721	0.003625665149
722	0.00361880476
723	0.003576918718
724	0.003559472193
725	0.003552846652
726	0.003530402957
727	0.003490346224
728	0.00347108443
729	0.003450931864
730	0.003433569846
731	0.003394882406
732	0.003363943741
733	0.003334174244
734	0.00333122031
735	0.003302993009
736	0.003300172011
737	0.003254027668
738	0.003228252226
739	0.003203665837
740	0.003186993559
741	0.003163417485
742	0.003140928417
743	0.00311458392
744	0.003098593888
745	0.003072709413
746	0.003048713649
747	0.003025991804
748	0.00300321373
749	0.00298120117
750	0.002960366848
751	0.002953831081
752	0.00293269629
753	0.002907524456
754	0.00287339966
755	0.00285692999
756	0.002850776765
757	0.002802067106
758	0.002786429997
759	0.002783976648
760	0.00276913957
761	0.002766640616
762	0.002745038614
763	0.002723701599
764	0.002704004933
765	0.002681628592
766	0.002637179736
767	0.002634825391
768	0.002610697399
769	0.002596649718
770	0.002584542878
771	0.002561444201
772	0.002559213193
773	0.002518405111
774	0.00249669244
775	0.002483453972
776	0.002462756437
777	0.002460571543
778	0.002436025689
779	0.002423177613
780	0.002385736184
781	0.002379564263
782	0.002360485573
783	0.002342392434
784	0.002329866121
785	0.002310745323
786	0.00229874123
787	0.002281267161
788	0.00226981658
789	0.002259677071
790	0.002241029687
791	0.00222888379
792	0.002217431315
793	0.002197152569
794	0.002186219132
795	0.002175904612
796	0.002156300832
797	0.002146448006
798	0.00212062244
799	0.002111270021
800	0.00208964432
801	0.00207491207
802	0.002066410536
803	0.002058030022
804	0.002039408071
805	0.002014721686
806	0.00200077926
807	0.001982970706
808	0.001966257072
809	0.001950456283
810	0.00194208995
811	0.001925226837
812	0.00191024925
813	0.001896086437
814	0.00188014187
815	0.001868129947
816	0.001855366387
817	0.00184031115
818	0.001829507846
819	0.001817999098
820	0.00180377096
821	0.001794049223
822	0.001783666523
823	0.001774824942
824	0.00176131978
825	0.001752501658
826	0.001743034094
827	0.001730246172
828	0.001718123339
829	0.001700274686
830	0.001691550875
831	0.001685578705
832	0.001673633995
833	0.001662217391
834	0.001657590097
835	0.001649625905
836	0.001638183631
837	0.001630930572
838	0.001623364455
839	0.001618987039
840	0.001607606432
841	0.001603418408
842	0.001592502194
843	0.001581321168
844	0.001573436424
845	0.001557639454
846	0.001550102782
847	0.001539273981
848	0.001532887663
849	0.001525877633
850	0.001515432234
851	0.001509548983
852	0.001505608246
853	0.001494957882
854	0.001484880426
855	0.001480069148
856	0.001460813664
857	0.001450992237
858	0.001440685401
859	0.001426532406
860	0.001419662961
861	0.001410416407
862	0.001393089928
863	0.001384047035
864	0.001380161151
865	0.00136912778
866	0.001365434463
867	0.00135685902
868	0.001348082528
869	0.001338587962
870	0.001326054403
871	0.001310551372
872	0.001304999482
873	0.001301362778
874	0.00129462358
875	0.001281646646
876	0.001273498477
877	0.001265734692
878	0.001251646179
879	0.00124405579
880	0.001235497241
881	0.001225595776
882	0.001219923529
883	0.001209381287
884	0.00119851255
885	0.001191399403
886	0.001180565496
887	0.001170865635
888	0.001161622992
889	0.001154375309
890	0.001144146419
891	0.001137765458
892	0.001136268125
893	0.00112738687
894	0.001120479978
895	0.001110872718
896	0.0011073727
897	0.001098858643
898	0.001092278243
899	0.001083253506
900	0.001079947781
901	0.00107395519
902	0.001065647696
903	0.001058957756
904	0.001050428828
905	0.001046810602
906	0.001036379377
907	0.001035063287
908	0.001027306867
909	0.001018159443
910	0.001012336894
911	0.001006690228
912	0.0009995048081
913	0.0009931661124
914	0.0009852786246
915	0.0009760597381
916	0.0009699490684
917	0.000968712218
918	0.0009634111389
919	0.0009566871328
920	0.0009445688134
921	0.0009413372881
922	0.0009369333415
923	0.0009309642811
924	0.0009258649527
925	0.0009175154758
926	0.000909417172
927	0.0009017904628
928	0.0008958137878
929	0.0008885171591
930	0.0008873508474
931	0.0008800578035
932	0.0008788777626
933	0.0008720583446
934	0.0008663499687
935	0.0008605265407
936	0.00085618974
937	0.0008551361223
938	0.0008496279469
939	0.0008431381249
940	0.0008359365302
941	0.0008324144929
942	0.0008265928328
943	0.0008222372534
944	0.0008193376836
945	0.0008154365648
946	0.0008144201686
947	0.0008135203373
948	0.00080799938
949	0.000804262251
950	0.0007988787724
951	0.0007935681062
952	0.0007899661015
953	0.0007877421478
954	0.0007850271159
955	0.0007795971863
956	0.0007744622302
957	0.0007710269733
958	0.0007689059046
959	0.0007639785875
960	0.0007614258908
961	0.0007593472502
962	0.0007541318344
963	0.0007493290293
964	0.0007473284527
965	0.0007425153828
966	0.0007401976622
967	0.0007382739177
968	0.000733484948
969	0.0007275656906
970	0.0007231712992
971	0.000717865856
972	0.000713236346
973	0.0007087983528
974	0.0007062888761
975	0.0007018394968
976	0.0007000229833
977	0.0006979143426
978	0.0006928215237
979	0.0006885540145
980	0.0006862363054
981	0.0006842073398
982	0.000679860581
983	0.0006757461085
984	0.0006740549231
985	0.0006721133643
986	0.0006654750753
987	0.0006614789321
988	0.0006553779548
989	0.0006513517824
990	0.0006452979092
991	0.0006445313571
992	0.0006405007849
993	0.0006397652756
994	0.0006366868877
995	0.0006359877336
996	0.0006302402668
997	0.0006271413004
998	0.0006264698721
999	0.0006225395537
