iter	RMSE
0	0.5173015821
1	0.4850266256
2	0.4545748787
3	0.4319500938
4	0.4105889125
5	0.3912359226
6	0.3860209077
7	0.3646920075
8	0.3489393124
9	0.335058889
10	0.3272944026
11	0.3215695836
12	0.3169121075
13	0.3115875439
14	0.2991021145
15	0.2942642536
16	0.2901150783
17	0.2750651922
18	0.2667720789
19	0.2625131571
20	0.2587158774
21	0.2550555244
22	0.2515280455
23	0.2481295066
24	0.2448560812
25	0.2352905945
26	0.2303719566
27	0.2273451163
28	0.2155269858
29	0.2044499763
30	0.201519026
31	0.1979111363
32	0.1951765394
33	0.1925412171
34	0.1851530742
35	0.1759677997
36	0.1734356733
37	0.1703796601
38	0.1675598822
39	0.165294674
40	0.1570422404
41	0.1546942014
42	0.1521897369
43	0.1501537945
44	0.1481924978
45	0.1449752611
46	0.1431318462
47	0.1413647222
48	0.1396641894
49	0.1380282532
50	0.1364549547
51	0.13494237
52	0.1334886107
53	0.1258629911
54	0.1190868844
55	0.1176709858
56	0.1113002214
57	0.1099307072
58	0.1042494057
59	0.09931237702
60	0.09452483553
61	0.09320219107
62	0.08869647566
63	0.0846045841
64	0.08093365338
65	0.07739223124
66	0.07419046963
67	0.07294904009
68	0.07174909077
69	0.07058955971
70	0.06946940509
71	0.06663095812
72	0.06399840058
73	0.06150615103
74	0.06045584488
75	0.05944021612
76	0.05800391565
77	0.05704515235
78	0.05480639352
79	0.05389155488
80	0.05300491597
81	0.05088418956
82	0.05003770575
83	0.04803567221
84	0.0468814718
85	0.04577992216
86	0.04500904038
87	0.04426484103
88	0.04354675749
89	0.04285300327
90	0.04218109179
91	0.04045578756
92	0.03884391252
93	0.03732612067
94	0.03646148426
95	0.03584778072
96	0.03525456955
97	0.03388534607
98	0.03331815757
99	0.03256511656
100	0.03203135316
101	0.03151643298
102	0.03026756564
103	0.0295986103
104	0.02911929834
105	0.02865623548
106	0.02820902194
107	0.02703821983
108	0.02660425001
109	0.02619039837
110	0.02514358402
111	0.02416747037
112	0.02377658929
113	0.02339254115
114	0.02248973046
115	0.02212897114
116	0.02165028831
117	0.02131089209
118	0.02098318119
119	0.02012461012
120	0.01981091378
121	0.01901577716
122	0.01871567344
123	0.01831957629
124	0.01762476433
125	0.01734645034
126	0.01707768756
127	0.01681822509
128	0.01656781639
129	0.01588049649
130	0.01555140723
131	0.01531868071
132	0.01473451524
133	0.01415679049
134	0.01393696091
135	0.01385093685
136	0.01364264357
137	0.01336747851
138	0.01317187362
139	0.01298384642
140	0.0124699182
141	0.01197071642
142	0.01178819843
143	0.01161658427
144	0.01118485162
145	0.01102077051
146	0.01086250461
147	0.01070972697
148	0.01029549701
149	0.01007214673
150	0.009930703274
151	0.009794361154
152	0.009662976738
153	0.009287698402
154	0.008960338975
155	0.008836868926
156	0.008657784159
157	0.008540611693
158	0.00819761753
159	0.008087424684
160	0.007835503588
161	0.007693638896
162	0.00759279141
163	0.007495674173
164	0.007402175254
165	0.007123574587
166	0.007034473518
167	0.006948725761
168	0.006866393165
169	0.006671421695
170	0.006412503718
171	0.006335851927
172	0.006114485346
173	0.0060418219
174	0.005971727211
175	0.005904517682
176	0.005798635248
177	0.005611341243
178	0.00554989192
179	0.005401546408
180	0.005311598429
181	0.005255802803
182	0.005202211919
183	0.00507190344
184	0.005021714382
185	0.004945962772
186	0.004874926189
187	0.004765684885
188	0.004722315358
189	0.004679839932
190	0.00463963899
191	0.004600955049
192	0.004564346401
193	0.004528942477
194	0.004433368615
